Project_ID,Project_Type,State,District,LWE_Flag,Vendor_Tier,Vendor_Name,Land_Type,Task_Name,Task_Category,Task_Sequence,Planned_Start_Date,Planned_Duration,Actual_Duration,Delay_Reason,Monsoon_Flag
PROJ_1013,Linear_Highway,Sikkim,Generic_District,0,2,NCC / Nagarjuna,Donated,DPR & Survey,Technical,1,2024-05-01,90,139,None,0
PROJ_1013,Linear_Highway,Sikkim,Generic_District,0,2,NCC / Nagarjuna,Donated,Land Acquisition & ROW,Regulatory,2,2024-09-19,180,362,None,1
PROJ_1013,Linear_Highway,Sikkim,Generic_District,0,2,NCC / Nagarjuna,Donated,Forest Clearance,Regulatory,3,2025-09-19,120,241,None,1
PROJ_1013,Linear_Highway,Sikkim,Generic_District,0,2,NCC / Nagarjuna,Donated,Tendering,Procurement,4,2026-05-21,60,93,None,0
PROJ_1013,Linear_Highway,Sikkim,Generic_District,0,2,NCC / Nagarjuna,Donated,Earthwork,Civil,5,2026-08-25,100,201,None,1
PROJ_1013,Linear_Highway,Sikkim,Generic_District,0,2,NCC / Nagarjuna,Donated,Pavement Layering,Civil,6,2027-03-18,90,139,None,0
PROJ_1013,Linear_Highway,Sikkim,Generic_District,0,2,NCC / Nagarjuna,Donated,Signages & Safety,Civil,7,2027-08-04,30,60,None,1
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,Budget & Approval,Admin,1,2024-08-12,30,34,None,1
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,Land Acquisition,Regulatory,2,2024-09-18,60,69,None,1
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,Tendering,Procurement,3,2024-11-27,45,47,None,0
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,Mobilization,Logistics,4,2025-01-17,20,21,None,0
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,Excavation,Civil,5,2025-02-11,40,42,None,0
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,Foundation,Civil,6,2025-03-29,60,63,None,0
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,Superstructure,Civil,7,2025-05-31,120,126,None,0
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,MEP Works,Technical,8,2025-10-04,90,94,None,0
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,Finishing,Civil,9,2026-01-06,60,63,None,0
PROJ_1014,Construction_Hospital,Telangana,Generic_District,0,2,NCC / Nagarjuna,Govt Land,Handover,Admin,10,2026-03-10,30,31,None,0
PROJ_1015,NHM - Community Health Centre (CHC),Punjab,Generic_District,0,2,NCC / Nagarjuna,Donated,Site Survey,Technical,1,2023-06-17,15,16,None,1
PROJ_1015,NHM - Community Health Centre (CHC),Punjab,Generic_District,0,2,NCC / Nagarjuna,Donated,Civil Works,Civil,2,2023-07-03,90,99,None,1
PROJ_1015,NHM - Community Health Centre (CHC),Punjab,Generic_District,0,2,NCC / Nagarjuna,Donated,Equipment Install,Technical,3,2023-10-11,45,45,None,0
PROJ_1015,NHM - Community Health Centre (CHC),Punjab,Generic_District,0,2,NCC / Nagarjuna,Donated,Handover,Admin,4,2023-11-29,15,15,None,0
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,Budget & Approval,Admin,1,2023-12-10,30,35,None,0
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,Land Acquisition,Regulatory,2,2024-01-17,60,71,None,0
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,Tendering,Procurement,3,2024-03-30,45,53,None,0
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,Mobilization,Logistics,4,2024-05-25,20,23,None,0
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,Excavation,Civil,5,2024-06-19,40,71,None,1
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,Foundation,Civil,6,2024-09-03,60,107,None,1
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,Superstructure,Civil,7,2024-12-22,120,142,None,0
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,MEP Works,Technical,8,2025-05-18,90,107,None,0
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,Finishing,Civil,9,2025-09-07,60,107,None,1
PROJ_1016,Construction_Hospital,Assam,Generic_District,0,1,L&T / Tata Projects,Govt Land,Handover,Admin,10,2025-12-25,30,35,None,0
PROJ_1017,NHM - Health Sub-Centre (HSC),Jharkhand,Khunti,1,2,NCC / Nagarjuna,Donated,Site Identification,Admin,1,2024-01-02,15,27,None,0
PROJ_1017,NHM - Health Sub-Centre (HSC),Jharkhand,Khunti,1,2,NCC / Nagarjuna,Donated,Land Handover,Regulatory,2,2024-02-01,30,54,None,0
PROJ_1017,NHM - Health Sub-Centre (HSC),Jharkhand,Khunti,1,2,NCC / Nagarjuna,Donated,Plinth Work,Civil,3,2024-03-28,30,54,None,0
PROJ_1017,NHM - Health Sub-Centre (HSC),Jharkhand,Khunti,1,2,NCC / Nagarjuna,Donated,Roof Casting,Civil,4,2024-05-21,30,54,None,0
PROJ_1017,NHM - Health Sub-Centre (HSC),Jharkhand,Khunti,1,2,NCC / Nagarjuna,Donated,Electrical & Plumbing,Technical,5,2024-07-19,20,40,None,1
PROJ_1017,NHM - Health Sub-Centre (HSC),Jharkhand,Khunti,1,2,NCC / Nagarjuna,Donated,Finishing & Painting,Civil,6,2024-09-01,20,40,None,1
PROJ_1017,NHM - Health Sub-Centre (HSC),Jharkhand,Khunti,1,2,NCC / Nagarjuna,Donated,Handover,Admin,7,2024-10-16,10,18,None,0
PROJ_1018,Indus_Factory,Arunachal Pradesh,Generic_District,0,3,Local Contractor,Donated,Feasibility Study,Technical,1,2023-10-17,45,99,None,0
PROJ_1018,Indus_Factory,Arunachal Pradesh,Generic_District,0,3,Local Contractor,Donated,Env Impact Assessment,Regulatory,2,2024-01-28,90,198,None,0
PROJ_1018,Indus_Factory,Arunachal Pradesh,Generic_District,0,3,Local Contractor,Donated,Civil Construction,Civil,3,2024-08-18,150,497,None,1
PROJ_1018,Indus_Factory,Arunachal Pradesh,Generic_District,0,3,Local Contractor,Donated,Machine Procurement,Procurement,4,2025-12-28,120,265,None,0
PROJ_1018,Indus_Factory,Arunachal Pradesh,Generic_District,0,3,Local Contractor,Donated,Installation,Technical,5,2026-09-22,60,198,None,1
PROJ_1018,Indus_Factory,Arunachal Pradesh,Generic_District,0,3,Local Contractor,Donated,Trial Runs,Technical,6,2027-04-08,30,66,None,0
PROJ_1019,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,1,L&T / Tata Projects,Donated,Land Acquisition,Regulatory,1,2022-06-27,60,102,None,1
PROJ_1019,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,1,L&T / Tata Projects,Donated,Warehousing Structure,Civil,2,2022-10-10,90,139,None,0
PROJ_1019,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,1,L&T / Tata Projects,Donated,HVAC & Cold Chain Setup,Technical,3,2023-02-26,45,69,None,0
PROJ_1019,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,1,L&T / Tata Projects,Donated,Racking System Install,Technical,4,2023-05-06,20,30,None,0
PROJ_1019,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,1,L&T / Tata Projects,Donated,Fire & Safety Audit,Regulatory,5,2023-06-05,15,25,None,1
PROJ_1019,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,1,L&T / Tata Projects,Donated,Stocking,Logistics,6,2023-07-03,30,51,None,1
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,2,NCC / Nagarjuna,Govt Land,Land Acquisition,Regulatory,1,2023-05-04,60,109,None,0
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,2,NCC / Nagarjuna,Govt Land,Warehousing Structure,Civil,2,2023-08-26,90,180,None,1
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,2,NCC / Nagarjuna,Govt Land,HVAC & Cold Chain Setup,Technical,3,2024-02-22,45,81,None,0
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,2,NCC / Nagarjuna,Govt Land,Racking System Install,Technical,4,2024-05-14,20,36,None,0
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,2,NCC / Nagarjuna,Govt Land,Fire & Safety Audit,Regulatory,5,2024-06-22,15,30,None,1
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Palamu,1,2,NCC / Nagarjuna,Govt Land,Stocking,Logistics,6,2024-07-25,30,60,None,1
PROJ_1021,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,Pakur,0,1,L&T / Tata Projects,Donated,Site Survey,Technical,1,2024-02-23,15,16,None,0
PROJ_1021,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,Pakur,0,1,L&T / Tata Projects,Donated,Civil Works,Civil,2,2024-03-14,90,99,None,0
PROJ_1021,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,Pakur,0,1,L&T / Tata Projects,Donated,Equipment Install,Technical,3,2024-06-24,45,54,None,1
PROJ_1021,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,Pakur,0,1,L&T / Tata Projects,Donated,Handover,Admin,4,2024-08-20,15,18,None,1
PROJ_1022,NHM - Diagnostic Lab (IPHL),Jharkhand,Ranchi,0,1,L&T / Tata Projects,Govt Land,Site Survey,Technical,1,2024-06-09,15,18,None,1
PROJ_1022,NHM - Diagnostic Lab (IPHL),Jharkhand,Ranchi,0,1,L&T / Tata Projects,Govt Land,Civil Works,Civil,2,2024-06-27,90,109,None,1
PROJ_1022,NHM - Diagnostic Lab (IPHL),Jharkhand,Ranchi,0,1,L&T / Tata Projects,Govt Land,Equipment Install,Technical,3,2024-10-17,45,49,None,0
PROJ_1022,NHM - Diagnostic Lab (IPHL),Jharkhand,Ranchi,0,1,L&T / Tata Projects,Govt Land,Handover,Admin,4,2024-12-07,15,16,None,0
PROJ_1023,Linear_Highway,Arunachal Pradesh,Generic_District,0,1,L&T / Tata Projects,Donated,DPR & Survey,Technical,1,2023-03-08,90,130,None,0
PROJ_1023,Linear_Highway,Arunachal Pradesh,Generic_District,0,1,L&T / Tata Projects,Donated,Land Acquisition & ROW,Regulatory,2,2023-07-16,180,390,None,1
PROJ_1023,Linear_Highway,Arunachal Pradesh,Generic_District,0,1,L&T / Tata Projects,Donated,Forest Clearance,Regulatory,3,2024-08-14,120,260,None,1
PROJ_1023,Linear_Highway,Arunachal Pradesh,Generic_District,0,1,L&T / Tata Projects,Donated,Tendering,Procurement,4,2025-05-03,60,86,None,0
PROJ_1023,Linear_Highway,Arunachal Pradesh,Generic_District,0,1,L&T / Tata Projects,Donated,Earthwork,Civil,5,2025-07-31,100,216,None,1
PROJ_1023,Linear_Highway,Arunachal Pradesh,Generic_District,0,1,L&T / Tata Projects,Donated,Pavement Layering,Civil,6,2026-03-09,90,130,None,0
PROJ_1023,Linear_Highway,Arunachal Pradesh,Generic_District,0,1,L&T / Tata Projects,Donated,Signages & Safety,Civil,7,2026-07-22,30,65,None,1
PROJ_1024,Linear_Highway,Maharashtra,Generic_District,0,1,L&T / Tata Projects,Tribal (CNT/SPT),DPR & Survey,Technical,1,2022-11-15,90,76,None,0
PROJ_1024,Linear_Highway,Maharashtra,Generic_District,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Land Acquisition & ROW,Regulatory,2,2023-02-01,180,273,CNT Act Land Acquisition,0
PROJ_1024,Linear_Highway,Maharashtra,Generic_District,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Forest Clearance,Regulatory,3,2023-11-02,120,189,CNT Act Land Acquisition,0
PROJ_1024,Linear_Highway,Maharashtra,Generic_District,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Tendering,Procurement,4,2024-05-11,60,51,None,0
PROJ_1024,Linear_Highway,Maharashtra,Generic_District,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Earthwork,Civil,5,2024-07-05,100,132,None,1
PROJ_1024,Linear_Highway,Maharashtra,Generic_District,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Pavement Layering,Civil,6,2024-11-14,90,91,None,0
PROJ_1024,Linear_Highway,Maharashtra,Generic_District,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Signages & Safety,Civil,7,2025-02-16,30,30,None,0
PROJ_1025,NHM - Oxygen Plant (PSA),Arunachal Pradesh,Generic_District,0,2,NCC / Nagarjuna,Donated,Site Platform Readiness,Civil,1,2022-09-21,20,51,None,1
PROJ_1025,NHM - Oxygen Plant (PSA),Arunachal Pradesh,Generic_District,0,2,NCC / Nagarjuna,Donated,Plant Manufacturing/Import,Procurement,2,2022-11-16,45,76,None,0
PROJ_1025,NHM - Oxygen Plant (PSA),Arunachal Pradesh,Generic_District,0,2,NCC / Nagarjuna,Donated,Delivery to Site,Logistics,3,2023-02-04,15,25,None,0
PROJ_1025,NHM - Oxygen Plant (PSA),Arunachal Pradesh,Generic_District,0,2,NCC / Nagarjuna,Donated,Installation,Technical,4,2023-03-04,10,17,None,0
PROJ_1025,NHM - Oxygen Plant (PSA),Arunachal Pradesh,Generic_District,0,2,NCC / Nagarjuna,Donated,Copper Piping,Technical,5,2023-03-21,20,34,None,0
PROJ_1025,NHM - Oxygen Plant (PSA),Arunachal Pradesh,Generic_District,0,2,NCC / Nagarjuna,Donated,Pressure Testing,Technical,6,2023-04-28,5,8,None,0
PROJ_1025,NHM - Oxygen Plant (PSA),Arunachal Pradesh,Generic_District,0,2,NCC / Nagarjuna,Donated,Drug Inspector Approval,Regulatory,7,2023-05-10,15,25,None,0
