Project_ID,Project_Type,State,District,LWE_Flag,Vendor_Tier,Vendor_Name,Land_Type,Task_Name,Task_Category,Task_Sequence,Planned_Start_Date,Planned_Duration,Actual_Duration,Delay_Reason,Monsoon_Flag
PROJ_1003,Mega_Event_Kumbh,Uttarakhand,Haridwar,0,3,Local Contractor,Donated,Safety Audit,Regulatory,6,2025-11-09,15,26,None,0
PROJ_1004,Linear_Highway,Kerala,Generic_District,0,1,L&T / Tata Projects,Donated,DPR & Survey,Technical,1,2026-01-10,90,91,None,0
PROJ_1004,Linear_Highway,Kerala,Generic_District,0,1,L&T / Tata Projects,Donated,Land Acquisition & ROW,Regulatory,2,2026-04-15,180,183,None,0
PROJ_1004,Linear_Highway,Kerala,Generic_District,0,1,L&T / Tata Projects,Donated,Forest Clearance,Regulatory,3,2026-10-16,120,122,None,0
PROJ_1004,Linear_Highway,Kerala,Generic_District,0,1,L&T / Tata Projects,Donated,Tendering,Procurement,4,2027-02-20,60,102,Supply Chain Issue,0
PROJ_1004,Linear_Highway,Kerala,Generic_District,0,1,L&T / Tata Projects,Donated,Earthwork,Civil,5,2027-06-03,100,153,None,1
PROJ_1004,Linear_Highway,Kerala,Generic_District,0,1,L&T / Tata Projects,Donated,Pavement Layering,Civil,6,2027-11-05,90,91,None,0
PROJ_1004,Linear_Highway,Kerala,Generic_District,0,1,L&T / Tata Projects,Donated,Signages & Safety,Civil,7,2028-02-04,30,30,None,0
PROJ_1005,NHM - Diagnostic Lab (IPHL),Jharkhand,Bokaro,0,2,NCC / Nagarjuna,Donated,Site Survey,Technical,1,2024-11-29,15,19,None,0
PROJ_1005,NHM - Diagnostic Lab (IPHL),Jharkhand,Bokaro,0,2,NCC / Nagarjuna,Donated,Civil Works,Civil,2,2024-12-20,90,117,None,0
PROJ_1005,NHM - Diagnostic Lab (IPHL),Jharkhand,Bokaro,0,2,NCC / Nagarjuna,Donated,Equipment Install,Technical,3,2025-04-18,45,58,None,0
PROJ_1005,NHM - Diagnostic Lab (IPHL),Jharkhand,Bokaro,0,2,NCC / Nagarjuna,Donated,Handover,Admin,4,2025-06-16,15,21,None,1
PROJ_1006,NHM - Health Sub-Centre (HSC),Jharkhand,Godda,0,2,NCC / Nagarjuna,Govt Land,Site Identification,Admin,1,2026-12-29,15,19,None,0
PROJ_1006,NHM - Health Sub-Centre (HSC),Jharkhand,Godda,0,2,NCC / Nagarjuna,Govt Land,Land Handover,Regulatory,2,2027-01-22,30,39,None,0
PROJ_1006,NHM - Health Sub-Centre (HSC),Jharkhand,Godda,0,2,NCC / Nagarjuna,Govt Land,Plinth Work,Civil,3,2027-03-03,30,39,None,0
PROJ_1006,NHM - Health Sub-Centre (HSC),Jharkhand,Godda,0,2,NCC / Nagarjuna,Govt Land,Roof Casting,Civil,4,2027-04-12,30,39,None,0
PROJ_1006,NHM - Health Sub-Centre (HSC),Jharkhand,Godda,0,2,NCC / Nagarjuna,Govt Land,Electrical & Plumbing,Technical,5,2027-05-24,20,26,None,0
PROJ_1006,NHM - Health Sub-Centre (HSC),Jharkhand,Godda,0,2,NCC / Nagarjuna,Govt Land,Finishing & Painting,Civil,6,2027-06-22,20,28,None,1
PROJ_1006,NHM - Health Sub-Centre (HSC),Jharkhand,Godda,0,2,NCC / Nagarjuna,Govt Land,Handover,Admin,7,2027-07-22,10,14,None,1
PROJ_1007,NHM - District Hospital Expansion,Jharkhand,Godda,0,3,Local Contractor,Govt Land,Site Survey,Technical,1,2025-04-14,15,25,None,0
PROJ_1007,NHM - District Hospital Expansion,Jharkhand,Godda,0,3,Local Contractor,Govt Land,Civil Works,Civil,2,2025-05-09,90,152,None,0
PROJ_1007,NHM - District Hospital Expansion,Jharkhand,Godda,0,3,Local Contractor,Govt Land,Equipment Install,Technical,3,2025-10-11,45,76,None,0
PROJ_1007,NHM - District Hospital Expansion,Jharkhand,Godda,0,3,Local Contractor,Govt Land,Handover,Admin,4,2025-12-28,15,25,None,0
PROJ_1008,Indus_Factory,Kerala,Generic_District,0,3,Local Contractor,Donated,Feasibility Study,Technical,1,2025-03-11,45,70,None,0
PROJ_1008,Indus_Factory,Kerala,Generic_District,0,3,Local Contractor,Donated,Env Impact Assessment,Regulatory,2,2025-05-25,90,140,None,0
PROJ_1008,Indus_Factory,Kerala,Generic_District,0,3,Local Contractor,Donated,Civil Construction,Civil,3,2025-10-15,150,234,None,0
PROJ_1008,Indus_Factory,Kerala,Generic_District,0,3,Local Contractor,Donated,Machine Procurement,Procurement,4,2026-06-11,120,280,None,1
PROJ_1008,Indus_Factory,Kerala,Generic_District,0,3,Local Contractor,Donated,Installation,Technical,5,2027-03-20,60,93,None,0
PROJ_1008,Indus_Factory,Kerala,Generic_District,0,3,Local Contractor,Donated,Trial Runs,Technical,6,2027-06-22,30,70,None,1
PROJ_1009,NHM - District Hospital Expansion,Jharkhand,Bokaro,0,3,Local Contractor,Donated,Site Survey,Technical,1,2026-01-11,15,25,None,0
PROJ_1009,NHM - District Hospital Expansion,Jharkhand,Bokaro,0,3,Local Contractor,Donated,Civil Works,Civil,2,2026-02-06,90,152,None,0
PROJ_1009,NHM - District Hospital Expansion,Jharkhand,Bokaro,0,3,Local Contractor,Donated,Equipment Install,Technical,3,2026-07-09,45,83,None,1
PROJ_1009,NHM - District Hospital Expansion,Jharkhand,Bokaro,0,3,Local Contractor,Donated,Handover,Admin,4,2026-10-04,15,25,None,0
PROJ_1010,Linear_Highway,Maharashtra,Generic_District,0,3,Local Contractor,Govt Land,DPR & Survey,Technical,1,2024-11-23,90,117,None,0
PROJ_1010,Linear_Highway,Maharashtra,Generic_District,0,3,Local Contractor,Govt Land,Land Acquisition & ROW,Regulatory,2,2025-03-25,180,234,None,0
PROJ_1010,Linear_Highway,Maharashtra,Generic_District,0,3,Local Contractor,Govt Land,Forest Clearance,Regulatory,3,2025-11-17,120,156,None,0
PROJ_1010,Linear_Highway,Maharashtra,Generic_District,0,3,Local Contractor,Govt Land,Tendering,Procurement,4,2026-04-26,60,110,Supply Chain Issue,0
PROJ_1010,Linear_Highway,Maharashtra,Generic_District,0,3,Local Contractor,Govt Land,Earthwork,Civil,5,2026-08-18,100,169,None,1
PROJ_1010,Linear_Highway,Maharashtra,Generic_District,0,3,Local Contractor,Govt Land,Pavement Layering,Civil,6,2027-02-07,90,149,Quality Rework,0
PROJ_1010,Linear_Highway,Maharashtra,Generic_District,0,3,Local Contractor,Govt Land,Signages & Safety,Civil,7,2027-07-06,30,50,None,1
PROJ_1011,NHM - Community Health Centre (CHC),Maharashtra,Generic_District,0,3,Local Contractor,Donated,Site Survey,Technical,1,2024-08-16,15,25,None,1
PROJ_1011,NHM - Community Health Centre (CHC),Maharashtra,Generic_District,0,3,Local Contractor,Donated,Civil Works,Civil,2,2024-09-12,90,152,None,1
PROJ_1011,NHM - Community Health Centre (CHC),Maharashtra,Generic_District,0,3,Local Contractor,Donated,Equipment Install,Technical,3,2025-02-14,45,58,None,0
PROJ_1011,NHM - Community Health Centre (CHC),Maharashtra,Generic_District,0,3,Local Contractor,Donated,Handover,Admin,4,2025-04-13,15,19,None,0
PROJ_1012,NHM - District Hospital Expansion,Jharkhand,East Singhbhum,0,2,NCC / Nagarjuna,Govt Land,Site Survey,Technical,1,2025-09-03,15,21,None,1
PROJ_1012,NHM - District Hospital Expansion,Jharkhand,East Singhbhum,0,2,NCC / Nagarjuna,Govt Land,Civil Works,Civil,2,2025-09-29,90,128,None,1
PROJ_1012,NHM - District Hospital Expansion,Jharkhand,East Singhbhum,0,2,NCC / Nagarjuna,Govt Land,Equipment Install,Technical,3,2026-02-08,45,58,None,0
PROJ_1012,NHM - District Hospital Expansion,Jharkhand,East Singhbhum,0,2,NCC / Nagarjuna,Govt Land,Handover,Admin,4,2026-04-11,15,19,None,0
PROJ_1013,Mega_Event_Kumbh,Maharashtra,Nashik,0,3,Local Contractor,Tribal (CNT/SPT),Master Planning,Technical,1,2026-12-22,60,78,None,0
PROJ_1013,Mega_Event_Kumbh,Maharashtra,Nashik,0,3,Local Contractor,Tribal (CNT/SPT),Tendering,Procurement,2,2027-03-10,45,58,None,0
PROJ_1013,Mega_Event_Kumbh,Maharashtra,Nashik,0,3,Local Contractor,Tribal (CNT/SPT),Ground Prep,Civil,3,2027-05-10,40,106,Quality Rework,0
PROJ_1013,Mega_Event_Kumbh,Maharashtra,Nashik,0,3,Local Contractor,Tribal (CNT/SPT),Temporary Structures,Civil,4,2027-08-26,50,101,None,1
PROJ_1013,Mega_Event_Kumbh,Maharashtra,Nashik,0,3,Local Contractor,Tribal (CNT/SPT),Electrical Grid,Technical,5,2027-12-07,30,39,None,0
PROJ_1013,Mega_Event_Kumbh,Maharashtra,Nashik,0,3,Local Contractor,Tribal (CNT/SPT),Safety Audit,Regulatory,6,2028-01-16,15,86,CNT Act Land Acquisition,0
PROJ_1014,NHM - Primary Health Centre (PHC) 24x7,Punjab,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),Site Survey,Technical,1,2024-09-14,15,21,None,1
PROJ_1014,NHM - Primary Health Centre (PHC) 24x7,Punjab,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),Civil Works,Civil,2,2024-10-06,90,140,None,0
PROJ_1014,NHM - Primary Health Centre (PHC) 24x7,Punjab,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),Equipment Install,Technical,3,2025-02-27,45,58,None,0
PROJ_1014,NHM - Primary Health Centre (PHC) 24x7,Punjab,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),Handover,Admin,4,2025-04-27,15,23,None,0
PROJ_1015,NHM - Drug Warehouse (District Level),Arunachal Pradesh,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),Land Acquisition,Regulatory,1,2025-02-15,60,264,CNT Act Land Acquisition,0
PROJ_1015,NHM - Drug Warehouse (District Level),Arunachal Pradesh,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),Warehousing Structure,Civil,2,2025-11-08,90,238,None,0
PROJ_1015,NHM - Drug Warehouse (District Level),Arunachal Pradesh,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),HVAC & Cold Chain Setup,Technical,3,2026-07-09,45,149,None,1
PROJ_1015,NHM - Drug Warehouse (District Level),Arunachal Pradesh,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),Racking System Install,Technical,4,2026-12-10,20,44,None,0
PROJ_1015,NHM - Drug Warehouse (District Level),Arunachal Pradesh,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),Fire & Safety Audit,Regulatory,5,2027-01-25,15,127,CNT Act Land Acquisition,0
PROJ_1015,NHM - Drug Warehouse (District Level),Arunachal Pradesh,Generic_District,0,3,Local Contractor,Tribal (CNT/SPT),Stocking,Logistics,6,2027-06-05,30,99,None,1
PROJ_1016,Linear_Highway,Jammu & Kashmir,Generic_District,0,1,L&T / Tata Projects,Govt Land,DPR & Survey,Technical,1,2025-04-16,90,114,None,0
PROJ_1016,Linear_Highway,Jammu & Kashmir,Generic_District,0,1,L&T / Tata Projects,Govt Land,Land Acquisition & ROW,Regulatory,2,2025-08-12,180,252,None,1
PROJ_1016,Linear_Highway,Jammu & Kashmir,Generic_District,0,1,L&T / Tata Projects,Govt Land,Forest Clearance,Regulatory,3,2026-04-22,120,153,None,0
PROJ_1016,Linear_Highway,Jammu & Kashmir,Generic_District,0,1,L&T / Tata Projects,Govt Land,Tendering,Procurement,4,2026-09-22,60,124,Supply Chain Issue,1
PROJ_1016,Linear_Highway,Jammu & Kashmir,Generic_District,0,1,L&T / Tata Projects,Govt Land,Earthwork,Civil,5,2027-01-24,100,127,None,0
PROJ_1016,Linear_Highway,Jammu & Kashmir,Generic_District,0,1,L&T / Tata Projects,Govt Land,Pavement Layering,Civil,6,2027-06-01,90,126,None,1
PROJ_1016,Linear_Highway,Jammu & Kashmir,Generic_District,0,1,L&T / Tata Projects,Govt Land,Signages & Safety,Civil,7,2027-10-05,30,38,None,0
PROJ_1017,NHM - Diagnostic Lab (IPHL),Jharkhand,East Singhbhum,0,2,NCC / Nagarjuna,Donated,Site Survey,Technical,1,2025-03-14,15,19,None,0
PROJ_1017,NHM - Diagnostic Lab (IPHL),Jharkhand,East Singhbhum,0,2,NCC / Nagarjuna,Donated,Civil Works,Civil,2,2025-04-06,90,117,None,0
PROJ_1017,NHM - Diagnostic Lab (IPHL),Jharkhand,East Singhbhum,0,2,NCC / Nagarjuna,Donated,Equipment Install,Technical,3,2025-08-02,45,64,None,1
PROJ_1017,NHM - Diagnostic Lab (IPHL),Jharkhand,East Singhbhum,0,2,NCC / Nagarjuna,Donated,Handover,Admin,4,2025-10-10,15,19,None,0
PROJ_1018,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,West Singhbhum,1,1,L&T / Tata Projects,Govt Land,Site Survey,Technical,1,2026-06-01,15,25,None,1
PROJ_1018,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,West Singhbhum,1,1,L&T / Tata Projects,Govt Land,Civil Works,Civil,2,2026-06-28,90,153,None,1
PROJ_1018,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,West Singhbhum,1,1,L&T / Tata Projects,Govt Land,Equipment Install,Technical,3,2026-12-01,45,69,None,0
PROJ_1018,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,West Singhbhum,1,1,L&T / Tata Projects,Govt Land,Handover,Admin,4,2027-02-11,15,23,None,0
PROJ_1019,NHM - Diagnostic Lab (IPHL),Jharkhand,Godda,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Site Survey,Technical,1,2025-11-25,15,16,None,0
PROJ_1019,NHM - Diagnostic Lab (IPHL),Jharkhand,Godda,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Civil Works,Civil,2,2025-12-11,90,119,None,0
PROJ_1019,NHM - Diagnostic Lab (IPHL),Jharkhand,Godda,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Equipment Install,Technical,3,2026-04-10,45,49,None,0
PROJ_1019,NHM - Diagnostic Lab (IPHL),Jharkhand,Godda,0,1,L&T / Tata Projects,Tribal (CNT/SPT),Handover,Admin,4,2026-05-30,15,19,None,0
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Simdega,1,2,NCC / Nagarjuna,Govt Land,Land Acquisition,Regulatory,1,2024-06-03,60,120,None,1
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Simdega,1,2,NCC / Nagarjuna,Govt Land,Warehousing Structure,Civil,2,2024-10-04,90,163,None,0
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Simdega,1,2,NCC / Nagarjuna,Govt Land,HVAC & Cold Chain Setup,Technical,3,2025-03-20,45,81,None,0
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Simdega,1,2,NCC / Nagarjuna,Govt Land,Racking System Install,Technical,4,2025-06-09,20,40,None,1
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Simdega,1,2,NCC / Nagarjuna,Govt Land,Fire & Safety Audit,Regulatory,5,2025-07-19,15,30,None,1
PROJ_1020,NHM - Drug Warehouse (District Level),Jharkhand,Simdega,1,2,NCC / Nagarjuna,Govt Land,Stocking,Logistics,6,2025-08-23,30,60,None,1
PROJ_1021,NHM - Diagnostic Lab (IPHL),Jharkhand,Latehar,1,1,L&T / Tata Projects,Donated,Site Survey,Technical,1,2026-09-12,15,25,None,1
PROJ_1021,NHM - Diagnostic Lab (IPHL),Jharkhand,Latehar,1,1,L&T / Tata Projects,Donated,Civil Works,Civil,2,2026-10-08,90,139,None,0
PROJ_1021,NHM - Diagnostic Lab (IPHL),Jharkhand,Latehar,1,1,L&T / Tata Projects,Donated,Equipment Install,Technical,3,2027-02-27,45,69,None,0
PROJ_1021,NHM - Diagnostic Lab (IPHL),Jharkhand,Latehar,1,1,L&T / Tata Projects,Donated,Handover,Admin,4,2027-05-07,15,23,None,0
PROJ_1022,NHM - Trauma Care Centre,Jharkhand,Gumla,1,3,Local Contractor,Donated,Site Clearance,Civil,1,2025-08-07,20,52,None,1
PROJ_1022,NHM - Trauma Care Centre,Jharkhand,Gumla,1,3,Local Contractor,Donated,Structure Construction,Civil,2,2025-10-03,90,212,None,0
PROJ_1022,NHM - Trauma Care Centre,Jharkhand,Gumla,1,3,Local Contractor,Donated,Radiation Shielding (X-Ray),Technical,3,2026-05-07,30,70,None,0
PROJ_1022,NHM - Trauma Care Centre,Jharkhand,Gumla,1,3,Local Contractor,Donated,Equipment Supply (CT/Ventilator),Procurement,4,2026-07-21,60,156,None,1
PROJ_1022,NHM - Trauma Care Centre,Jharkhand,Gumla,1,3,Local Contractor,Donated,Installation & Calibration,Technical,5,2026-12-25,30,70,None,0
PROJ_1022,NHM - Trauma Care Centre,Jharkhand,Gumla,1,3,Local Contractor,Donated,AERB Approval,Regulatory,6,2027-03-06,45,106,None,0
PROJ_1022,NHM - Trauma Care Centre,Jharkhand,Gumla,1,3,Local Contractor,Donated,Staff Training,Admin,7,2027-06-22,15,39,None,1
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Budget & Approval,Admin,1,2025-10-04,30,57,None,0
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Land Acquisition,Regulatory,2,2025-11-30,60,178,CNT Act Land Acquisition,0
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Tendering,Procurement,3,2026-05-31,45,72,None,0
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Mobilization,Logistics,4,2026-08-15,20,41,None,1
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Excavation,Civil,5,2026-09-26,40,99,None,1
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Foundation,Civil,6,2027-01-03,60,115,None,0
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Superstructure,Civil,7,2027-05-02,120,230,None,0
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),MEP Works,Technical,8,2027-12-18,90,144,None,0
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Finishing,Civil,9,2028-05-11,60,115,None,0
PROJ_1023,Construction_Hospital,Nagaland,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Handover,Admin,10,2028-09-03,30,74,None,1
PROJ_1024,Linear_Highway,Madhya Pradesh,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),DPR & Survey,Technical,1,2025-05-19,90,99,None,0
PROJ_1024,Linear_Highway,Madhya Pradesh,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Land Acquisition & ROW,Regulatory,2,2025-08-30,180,359,CNT Act Land Acquisition,1
PROJ_1024,Linear_Highway,Madhya Pradesh,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Forest Clearance,Regulatory,3,2026-08-24,120,273,CNT Act Land Acquisition,1
PROJ_1024,Linear_Highway,Madhya Pradesh,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Tendering,Procurement,4,2027-05-24,60,66,None,0
PROJ_1024,Linear_Highway,Madhya Pradesh,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Earthwork,Civil,5,2027-08-02,100,145,None,1
PROJ_1024,Linear_Highway,Madhya Pradesh,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Pavement Layering,Civil,6,2027-12-29,90,118,None,0
PROJ_1024,Linear_Highway,Madhya Pradesh,Generic_District,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Signages & Safety,Civil,7,2028-04-29,30,39,None,0
PROJ_1025,NHM - Health Sub-Centre (HSC),Jharkhand,Sahebganj,0,2,NCC / Nagarjuna,Donated,Site Identification,Admin,1,2024-09-25,15,21,None,1
PROJ_1025,NHM - Health Sub-Centre (HSC),Jharkhand,Sahebganj,0,2,NCC / Nagarjuna,Donated,Land Handover,Regulatory,2,2024-10-21,30,39,None,0
PROJ_1025,NHM - Health Sub-Centre (HSC),Jharkhand,Sahebganj,0,2,NCC / Nagarjuna,Donated,Plinth Work,Civil,3,2024-12-04,30,39,None,0
PROJ_1025,NHM - Health Sub-Centre (HSC),Jharkhand,Sahebganj,0,2,NCC / Nagarjuna,Donated,Roof Casting,Civil,4,2025-01-14,30,39,None,0
PROJ_1025,NHM - Health Sub-Centre (HSC),Jharkhand,Sahebganj,0,2,NCC / Nagarjuna,Donated,Electrical & Plumbing,Technical,5,2025-02-25,20,26,None,0
PROJ_1025,NHM - Health Sub-Centre (HSC),Jharkhand,Sahebganj,0,2,NCC / Nagarjuna,Donated,Finishing & Painting,Civil,6,2025-03-25,20,26,None,0
PROJ_1025,NHM - Health Sub-Centre (HSC),Jharkhand,Sahebganj,0,2,NCC / Nagarjuna,Donated,Handover,Admin,7,2025-04-20,10,13,None,0
PROJ_1026,NHM - Oxygen Plant (PSA),Jharkhand,Dumka,0,1,L&T / Tata Projects,Govt Land,Site Platform Readiness,Civil,1,2026-11-02,20,22,None,0
PROJ_1026,NHM - Oxygen Plant (PSA),Jharkhand,Dumka,0,1,L&T / Tata Projects,Govt Land,Plant Manufacturing/Import,Procurement,2,2026-11-26,45,80,Supply Chain Issue,0
PROJ_1026,NHM - Oxygen Plant (PSA),Jharkhand,Dumka,0,1,L&T / Tata Projects,Govt Land,Delivery to Site,Logistics,3,2027-02-14,15,16,None,0
PROJ_1026,NHM - Oxygen Plant (PSA),Jharkhand,Dumka,0,1,L&T / Tata Projects,Govt Land,Installation,Technical,4,2027-03-03,10,11,None,0
PROJ_1026,NHM - Oxygen Plant (PSA),Jharkhand,Dumka,0,1,L&T / Tata Projects,Govt Land,Copper Piping,Technical,5,2027-03-16,20,22,None,0
PROJ_1026,NHM - Oxygen Plant (PSA),Jharkhand,Dumka,0,1,L&T / Tata Projects,Govt Land,Pressure Testing,Technical,6,2027-04-09,5,5,None,0
PROJ_1026,NHM - Oxygen Plant (PSA),Jharkhand,Dumka,0,1,L&T / Tata Projects,Govt Land,Drug Inspector Approval,Regulatory,7,2027-04-15,15,16,None,0
PROJ_1027,NHM - Diagnostic Lab (IPHL),Jharkhand,Ramgarh,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Site Survey,Technical,1,2025-09-05,15,21,None,1
PROJ_1027,NHM - Diagnostic Lab (IPHL),Jharkhand,Ramgarh,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Civil Works,Civil,2,2025-10-01,90,140,None,0
PROJ_1027,NHM - Diagnostic Lab (IPHL),Jharkhand,Ramgarh,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Equipment Install,Technical,3,2026-02-18,45,58,None,0
PROJ_1027,NHM - Diagnostic Lab (IPHL),Jharkhand,Ramgarh,0,2,NCC / Nagarjuna,Tribal (CNT/SPT),Handover,Admin,4,2026-04-18,15,23,None,0
PROJ_1028,Linear_Highway,Karnataka,Generic_District,0,3,Local Contractor,Govt Land,DPR & Survey,Technical,1,2025-07-11,90,159,None,1
PROJ_1028,Linear_Highway,Karnataka,Generic_District,0,3,Local Contractor,Govt Land,Land Acquisition & ROW,Regulatory,2,2025-12-19,180,245,None,0
PROJ_1028,Linear_Highway,Karnataka,Generic_District,0,3,Local Contractor,Govt Land,Forest Clearance,Regulatory,3,2026-08-25,120,212,None,1
PROJ_1028,Linear_Highway,Karnataka,Generic_District,0,3,Local Contractor,Govt Land,Tendering,Procurement,4,2027-03-26,60,81,None,0
PROJ_1028,Linear_Highway,Karnataka,Generic_District,0,3,Local Contractor,Govt Land,Earthwork,Civil,5,2027-06-16,100,177,None,1
PROJ_1028,Linear_Highway,Karnataka,Generic_District,0,3,Local Contractor,Govt Land,Pavement Layering,Civil,6,2027-12-12,90,122,None,0
PROJ_1028,Linear_Highway,Karnataka,Generic_District,0,3,Local Contractor,Govt Land,Signages & Safety,Civil,7,2028-04-14,30,40,None,0
PROJ_1029,Linear_Highway,Tripura,Generic_District,0,3,Local Contractor,Govt Land,DPR & Survey,Technical,1,2024-01-08,90,169,None,0
PROJ_1029,Linear_Highway,Tripura,Generic_District,0,3,Local Contractor,Govt Land,Land Acquisition & ROW,Regulatory,2,2024-06-27,180,441,None,1
